mes,mes_nombre,grupo_subsidio_referencial,origen,destino,viajes_observados_base_referencial
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Intermodal Coronel,177.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Juan Pablo II,235.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,La Leonera,1.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Laguna Quiñenco,28.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Lomas Coloradas,173.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Lorenzo Arenas,39.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Los Canelos,390.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Los Cóndores,4.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Manquimávida,15.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Mercado,23.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,Pedro Medina,2.0
10,Octubre,sin_subsidio_adulto_mayor,Laguna Quiñenco,UTFSM,23.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Alborada,4.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,C. Raúl Silva H.,179.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Chiguayante,18.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Concepción,1134.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Costa Mar,132.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Cristo Redentor,148.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Diagonal Biobío,133.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,El Arenal,3.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,El Parque,70.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Higueras,39.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Hito Galvarino,61.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Hualqui,12.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Huinca,179.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Intermodal Coronel,232.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Juan Pablo II,339.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,La Leonera,22.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Laguna Quiñenco,185.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Lomas Coloradas,14.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Lorenzo Arenas,18.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Los Canelos,316.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Los Cóndores,45.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Manquimávida,12.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Mercado,11.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,Pedro Medina,3.0
10,Octubre,sin_subsidio_adulto_mayor,Lomas Coloradas,UTFSM,20.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Alborada,1.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,C. Raúl Silva H.,13.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Chiguayante,27.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Concepción,48.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Costa Mar,21.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Cristo Redentor,46.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Diagonal Biobío,2.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,El Arenal,28.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,El Parque,5.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Higueras,5.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Hito Galvarino,1.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Hualqui,16.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Huinca,2.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Intermodal Coronel,8.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Juan Pablo II,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,La Leonera,24.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Laguna Quiñenco,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Lomas Coloradas,17.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Lorenzo Arenas,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Los Canelos,19.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Los Cóndores,29.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Manquimávida,25.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Mercado,37.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,Pedro Medina,15.0
10,Octubre,sin_subsidio_adulto_mayor,Lorenzo Arenas,UTFSM,5.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Alborada,36.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,C. Raúl Silva H.,102.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Chiguayante,3.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Concepción,2373.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Costa Mar,89.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Cristo Redentor,165.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Diagonal Biobío,258.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,El Arenal,29.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,El Parque,71.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Higueras,92.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Hito Galvarino,162.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Hualqui,22.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Huinca,66.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Intermodal Coronel,513.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Juan Pablo II,496.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,La Leonera,3.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Laguna Quiñenco,306.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Lomas Coloradas,277.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Lorenzo Arenas,18.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Los Canelos,44.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Los Cóndores,40.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Manquimávida,2.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Mercado,57.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,Pedro Medina,17.0
10,Octubre,sin_subsidio_adulto_mayor,Los Canelos,UTFSM,28.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Alborada,14.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,C. Raúl Silva H.,7.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Chiguayante,73.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Concepción,307.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Costa Mar,5.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Cristo Redentor,36.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Diagonal Biobío,32.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,El Arenal,8.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,El Parque,24.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Higueras,7.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Hito Galvarino,13.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Hualqui,56.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Huinca,6.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Intermodal Coronel,84.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Juan Pablo II,45.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,La Leonera,15.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Laguna Quiñenco,5.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Lomas Coloradas,37.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Lorenzo Arenas,44.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Los Canelos,25.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Los Cóndores,7.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Manquimávida,24.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Mercado,22.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,Pedro Medina,17.0
10,Octubre,sin_subsidio_adulto_mayor,Los Cóndores,UTFSM,4.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Alborada,0.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,C. Raúl Silva H.,1.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Chiguayante,8.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Concepción,95.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Costa Mar,0.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Cristo Redentor,0.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Diagonal Biobío,1.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,El Arenal,3.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,El Parque,2.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Higueras,32.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Hito Galvarino,18.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Hualqui,4.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Huinca,2.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Intermodal Coronel,4.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Juan Pablo II,24.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,La Leonera,3.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Laguna Quiñenco,15.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Lomas Coloradas,8.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Lorenzo Arenas,37.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Los Canelos,1.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Los Cóndores,20.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Manquimávida,1.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Mercado,49.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,Pedro Medina,6.0
10,Octubre,sin_subsidio_adulto_mayor,Manquimávida,UTFSM,6.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Alborada,8.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,C. Raúl Silva H.,24.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Chiguayante,39.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Concepción,144.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Costa Mar,26.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Cristo Redentor,24.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Diagonal Biobío,2.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,El Arenal,13.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,El Parque,3.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Higueras,72.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Hito Galvarino,23.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Hualqui,26.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Huinca,4.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Intermodal Coronel,32.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Juan Pablo II,37.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,La Leonera,52.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Laguna Quiñenco,6.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Lomas Coloradas,5.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Lorenzo Arenas,33.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Los Canelos,60.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Los Cóndores,29.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Manquimávida,52.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Mercado,4.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,Pedro Medina,32.0
10,Octubre,sin_subsidio_adulto_mayor,Mercado,UTFSM,34.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Alborada,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,C. Raúl Silva H.,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Chiguayante,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Concepción,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Costa Mar,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Cristo Redentor,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Diagonal Biobío,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,El Arenal,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,El Parque,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Higueras,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Hito Galvarino,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Hualqui,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Huinca,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Intermodal Coronel,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Juan Pablo II,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,La Leonera,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Laguna Quiñenco,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Lomas Coloradas,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Lorenzo Arenas,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Los Canelos,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Los Cóndores,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Manquimávida,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Mercado,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,Pedro Medina,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pasajero Lota,UTFSM,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Alborada,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,C. Raúl Silva H.,37.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Chiguayante,3.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Concepción,59.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Costa Mar,3.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Cristo Redentor,1.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Diagonal Biobío,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,El Arenal,3.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,El Parque,1.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Higueras,13.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Hito Galvarino,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Hualqui,8.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Huinca,2.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Intermodal Coronel,3.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Juan Pablo II,24.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,La Leonera,2.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Laguna Quiñenco,1.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Lomas Coloradas,4.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Lorenzo Arenas,8.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Los Canelos,7.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Los Cóndores,7.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Manquimávida,7.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Mercado,22.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,Pedro Medina,1.0
10,Octubre,sin_subsidio_adulto_mayor,Pedro Medina,UTFSM,2.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Alborada,0.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,C. Raúl Silva H.,21.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Chiguayante,23.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Concepcion Centro,0.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Concepción,31.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Costa Mar,9.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Cristo Redentor,53.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Diagonal Biobío,0.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,El Arenal,3.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,El Parque,0.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Higueras,23.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Hito Galvarino,3.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Hualqui,21.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Huinca,42.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Intermodal Coronel,11.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Juan Pablo II,0.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,La Leonera,14.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Laguna Quiñenco,28.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Lomas Coloradas,30.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Lorenzo Arenas,7.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Los Canelos,16.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Los Cóndores,1.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Manquimávida,17.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Mercado,40.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Pasajero Lota,0.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,Pedro Medina,2.0
10,Octubre,sin_subsidio_adulto_mayor,UTFSM,UTFSM,0.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Alborada,23.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,C. Raúl Silva H.,105.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Chiguayante,9.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Concepcion Centro,0.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Concepción,607.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Costa Mar,18.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Cristo Redentor,53.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Diagonal Biobío,267.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,El Arenal,2.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,El Parque,31.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Higueras,13.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Hito Galvarino,27.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Hualqui,3.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Huinca,114.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Intermodal Coronel,59.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Juan Pablo II,159.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,La Leonera,4.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Laguna Quiñenco,70.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Lomas Coloradas,138.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Lorenzo Arenas,4.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Los Canelos,130.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Los Cóndores,5.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Manquimávida,4.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Mercado,7.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Pasajero Lota,0.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,Pedro Medina,13.0
10,Octubre,subsidio_estudiante_media_superior,Alborada,UTFSM,67.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Alborada,72.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,C. Raúl Silva H.,128.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Chiguayante,55.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Concepcion Centro,0.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Concepción,7016.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Costa Mar,448.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Cristo Redentor,165.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Diagonal Biobío,1152.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,El Arenal,64.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,El Parque,75.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Higueras,73.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Hito Galvarino,56.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Hualqui,10.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Huinca,199.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Intermodal Coronel,381.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Juan Pablo II,1277.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,La Leonera,46.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Laguna Quiñenco,176.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Lomas Coloradas,405.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Lorenzo Arenas,41.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Los Canelos,439.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Los Cóndores,76.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Manquimávida,8.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Mercado,29.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Pasajero Lota,0.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,Pedro Medina,9.0
10,Octubre,subsidio_estudiante_media_superior,C. Raúl Silva H.,UTFSM,224.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Alborada,6.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,C. Raúl Silva H.,15.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Chiguayante,12.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Concepcion Centro,0.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Concepción,429.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Costa Mar,62.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Cristo Redentor,24.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Diagonal Biobío,27.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,El Arenal,37.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,El Parque,35.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Higueras,56.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Hito Galvarino,26.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Hualqui,192.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Huinca,17.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Intermodal Coronel,41.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Juan Pablo II,43.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,La Leonera,29.0
10,Octubre,subsidio_estudiante_media_superior,Chiguayante,Laguna Quiñenco,25.0
