anio,mes,estacion,factor_origen,factor_destino,total_mes
2023,2,Los Cóndores,0.015227561689153325,0.014694300773968967,405055.0
2023,2,Manquimávida,0.012314377059905445,0.011563861697794126,405055.0
2023,2,Mercado,0.014958462431027886,0.015254718495019194,405055.0
2023,2,Pedro Medina,0.007747096073372752,0.00809272814802928,405055.0
2023,2,UTFSM,0.010381306242362148,0.009867795731443878,405055.0
2023,3,Alborada,0.01269034896579047,0.012783125672317687,797614.0
2023,3,C. Raúl Silva H.,0.051922358434029495,0.044985419012203896,797614.0
2023,3,Chiguayante,0.015879861687482916,0.01320438206952235,797614.0
2023,3,Concepción,0.21598668027391696,0.23019530750463257,797614.0
2023,3,Costa Mar,0.05395216232413172,0.04829403696524885,797614.0
2023,3,Cristo Redentor,0.06405855463921145,0.05798418784023349,797614.0
2023,3,Diagonal Biobío,0.03330433016471627,0.04426451892770187,797614.0
2023,3,El Arenal,0.008209484788381348,0.00807031972859052,797614.0
2023,3,El Parque,0.021989333186227925,0.020639055984473693,797614.0
2023,3,Higueras,0.011430340992008665,0.012803185500756004,797614.0
2023,3,Hito Galvarino,0.029371350051528685,0.02960830677495631,797614.0
2023,3,Hualqui,0.01896155283131941,0.020793265915593256,797614.0
2023,3,Huinca,0.03843337754853852,0.035566075821136536,797614.0
2023,3,Intermodal Coronel,0.07554656763798027,0.06998498020345681,797614.0
2023,3,Juan Pablo II,0.06569969935332128,0.08529815173755727,797614.0
2023,3,La Leonera,0.014248746887592244,0.01073827691088672,797614.0
2023,3,Laguna Quiñenco,0.055163274466095126,0.05090432214078489,797614.0
2023,3,Lomas Coloradas,0.06935058812909503,0.06507157597534648,797614.0
2023,3,Lorenzo Arenas,0.007620227328005777,0.008749846416938519,797614.0
2023,3,Los Canelos,0.0701805635307304,0.06604949261171444,797614.0
2023,3,Los Cóndores,0.014449345171975417,0.013516563149593663,797614.0
2023,3,Manquimávida,0.014129641656239735,0.01308778431672463,797614.0
2023,3,Mercado,0.01254742268816746,0.012974947781759097,797614.0
2023,3,Pedro Medina,0.00936793988069417,0.009051997582790672,797614.0
