tipo_pasajero,matriz_tarifaria_aplicada,origen,destino,tarifa
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Valle Chanco,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Acacios,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Talcamávida,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Gomero,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Buenuraqui,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Rosendo,Laja,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Mercado,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,El Arenal,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Higueras,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Los Cóndores,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,UTFSM,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Lorenzo Arenas,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Concepción,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Chiguayante,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Pedro Medina,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Manquimávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,La Leonera,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Hualqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Quilacoya,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,San Miguel,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Unihue,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Valle Chanco,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Los Acacios,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Talcamávida,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Gomero,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Buenuraqui,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,San Rosendo,0.0
estudiante_basica,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Laja,Laja,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Mercado,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,El Arenal,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Higueras,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Los Cóndores,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,UTFSM,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Lorenzo Arenas,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Concepción,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Chiguayante,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Pedro Medina,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Manquimávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,La Leonera,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Hualqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Quilacoya,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,San Miguel,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Unihue,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Valle Chanco,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Los Acacios,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Talcamávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Gomero,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Buenuraqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,San Rosendo,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Mercado,Laja,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Mercado,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,El Arenal,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Higueras,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Los Cóndores,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,UTFSM,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Lorenzo Arenas,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Concepción,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Chiguayante,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Pedro Medina,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Manquimávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,La Leonera,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Hualqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Quilacoya,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,San Miguel,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Unihue,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Valle Chanco,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Los Acacios,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Talcamávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Gomero,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Buenuraqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,San Rosendo,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",El Arenal,Laja,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Mercado,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,El Arenal,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Higueras,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Los Cóndores,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,UTFSM,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Lorenzo Arenas,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Concepción,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Chiguayante,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Pedro Medina,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Manquimávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,La Leonera,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Hualqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Quilacoya,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,San Miguel,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Unihue,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Valle Chanco,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Los Acacios,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Talcamávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Gomero,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Buenuraqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,San Rosendo,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Higueras,Laja,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Mercado,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,El Arenal,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Higueras,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Los Cóndores,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,UTFSM,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Lorenzo Arenas,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Concepción,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Chiguayante,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Pedro Medina,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Manquimávida,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,La Leonera,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Hualqui,0.0
funcionario,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Quilacoya,0.0
